solution_id,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
1636148068921376768,2926969535911334784,102.42959698481509,0.70536935,-20.666367701021006,1.0364746,1.4077330675358628,1.1149037,6.143591,-0.6672393928798018,0.97830296,6.107249938923362,1.447924,20.677801,21.559275,19.788494,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.859153934579014
1636148068921376768,2926070268541175680,101.84025558085519,0.22660011,-21.52510638907569,0.31820968,1.3949480834594796,0.43954435,1.3982596,-0.8504492296545784,0.24053095,1.1098945871303392,0.35476398,20.009895,20.534588,19.392612,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8623636206666586
1636148068921376768,2927310728107697408,101.1581724455129,0.8881557,-19.92298333033482,1.5957897,1.3920603473355535,1.5036443,5.758289,0.19199036329139169,1.1261132,5.755087157496608,2.0606997,20.800486,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8623714800612419
1636148068921376768,2933253210499141248,102.02436332013757,0.19468673,-20.001069505914796,0.25665814,1.3538439543762992,0.3248874,8.440878,2.2995846547104772,0.24371545,-8.12159681011869,0.3071996,19.643753,20.6869,18.557266,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8630202222142693
1636148068921376768,2926981939774510592,102.42807429165327,0.4429324,-20.605603607421447,0.64196336,1.3878062949047316,0.80394816,14.78511,-8.1746520800028,0.63618964,12.319681055277416,0.79932594,20.458303,21.612917,19.145094,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8637358572224894
1636148068921376768,2926873633582665984,100.89672737257256,0.04187859,-21.36318235155262,0.060578927,1.4010052052967075,0.080468334,2.1845353,1.3036217874031273,0.046049967,-1.7529303394211513,0.06369371,17.498968,18.524202,16.50448,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8638181326277362
1636148068921376768,2926809316452457472,101.15282912501023,0.013591964,-21.514578670025543,0.019087115,1.3537121504455525,0.025191449,5.7235866,-2.9590588326327216,0.015649177,4.899327867037908,0.019771919,15.206998,15.669895,14.585352,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8639286771243059
1636148068921376768,2926816596414749568,101.53501995223499,0.29205507,-21.58257263253627,0.4361639,1.366582780723623,0.62783813,0.43811604,-0.43810887804476684,0.33847988,-0.002506907007811408,0.49321523,20.362158,20.62492,19.8784,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.864201734386158
1636148068921376768,2926201973709539968,102.36204419293946,0.46126673,-21.06268097692434,0.7556323,1.3571248653557242,0.91692126,9.100385,6.634701570024674,0.5302728,6.228782615446891,0.79392976,20.557579,21.32836,19.345451,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8647219568094464
1636148068921376768,2927091856578807936,100.59834325594754,0.50431377,-20.848137470932848,0.8172863,1.3775912442507503,1.0659395,4.4327765,-1.2205325268346827,0.6141091,4.261432395916538,1.0101465,20.78992,21.292658,19.857424,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8647943462256797
1636148068921376768,2926877962909843968,100.81897228874485,0.101859875,-21.29256661546928,0.1494661,1.378966046056151,0.1981109,5.9057517,-4.680668603278822,0.11536308,3.6012839165355364,0.15904675,18.986761,20.355806,17.838428,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8654878018252601
1636148068921376768,2933256818278568320,101.87848148220287,0.29349238,-19.922384876811687,0.36794826,1.3764780874527416,0.48251766,3.0586789,-0.5767411562678599,0.35874406,3.003811912385749,0.44991824,20.186329,20.912828,19.362726,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8669012758594644
1636148068921376768,2927314159790473984,101.49315171622155,0.6504977,-19.84971249369838,1.1752273,1.379485465704007,1.3677549,2.1419034,-1.2076434782897147,0.7978613,1.768996237615325,1.302928,20.861555,21.3182,20.26246,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8691020933063831
1636148068921376768,2926857454440954752,101.00495673216422,0.14340183,-21.448801207172476,0.31548172,1.3736105538918197,0.3328472,3.7591627,3.277988250932542,0.1493401,-1.8401349691627193,0.30704263,19.269403,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8705051001723899
1636148068921376768,2927311995126640256,101.27673902066292,0.29303762,-19.874509661968908,0.40628982,1.3950823671838495,0.511607,14.376475,-0.155385582059279,0.396915,14.375635945839088,0.56121755,20.05356,21.18896,18.956785,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8726831841840387
1636148068921376768,2927268770574045440,101.54895104747841,0.14998971,-19.845146415880386,0.19254063,1.3527507271206025,0.28574318,3.9209373,-3.289004675296786,0.19886382,2.134525235729148,0.22868037,19.33281,20.523178,18.28939,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8741252907227085
1636148068921376768,2927091822221425024,100.58962959624358,0.014494548,-20.858733061467795,0.02137917,1.3858455114715635,0.027196815,4.592454,-4.414745634877189,0.016034834,-1.265169501734399,0.023656733,9.487687,9.464408,9.502017,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8744550126088046
1636148068921376768,2933254310017801216,101.97426892591555,0.15293859,-19.954607717576703,0.20086664,1.3530055020185983,0.26353985,6.3670735,4.99538702289554,0.19805534,3.9478773022731297,0.23861462,17.5549,18.253845,16.573109,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8779871973889016
1636148068921376768,2926962835766412288,102.44546780070058,0.1191864,-20.828009601799636,0.16134797,1.3622302740211583,0.21304074,27.764921,1.9934583637752024,0.14536609,-27.6932664911583,0.20876995,15.124438,15.502753,14.48019,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8787800417608371
1636148068921376768,2926174829518612224,102.2597364385411,0.524009,-21.253793639008403,0.76237,1.387296880712828,0.93686455,8.569687,-0.8242135832464819,0.56395656,8.529959300008214,0.848834,20.661028,21.388664,19.60162,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.8789966205847485
